pattern,psnr,ssim,ms_ssim,vmaf
block_glitch,15.449191578924975,0.8769329181984472,0.6881896588299575,65.230032
chroma_loss,10.067239709272776,0.7587200946038077,0.7275541868048694,97.440535
chroma_swap,8.03438385881299,0.7394597063389406,0.7071148200796619,95.456473
heavy_compression,24.25408832812717,0.7851350471993594,0.8816856387096234,72.624375
packet_loss,18.24489831971369,0.9601249067714726,0.9428512178238594,93.763209
row_tearing,11.1737795057117,0.6612747492292314,0.5301674255868455,0.0
