pattern,psnr,ssim,ms_ssim,vmaf
block_glitch,15.474018101699407,0.878166535461614,0.7298790701565243,57.724097
chroma_loss,9.644307313130993,0.7229696997873027,0.6551012003106764,97.335434
chroma_swap,7.613876199218806,0.7080674181649207,0.6378866241107882,93.9011
heavy_compression,23.56650599720666,0.779621842555288,0.864142618184331,63.382399
packet_loss,18.242587413526902,0.955618312602903,0.9260118429937273,92.668644
row_tearing,10.885286795843495,0.6848983977363506,0.5712101017651716,0.0
